Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Direct In
High Voltage:	0
Conversion Gain:	1024
Coarse Gain:	1
Fine Gain:	2.49
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	171.91
Elapsed Live Time:	170.0
Start Time:	February 08, 2024, 03:22:13
End Time:	February 08, 2024, 03:25:05
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
471		52
472		43
473		61
474		53
475		56
476		53
477		50
478		64
479		59
480		56
481		66
482		69
483		59
484		48
485		54
486		51
487		54
488		55
489		58
490		59
491		48
492		53
493		71
494		57
495		59
496		57
497		48
498		58
499		54
500		38
501		42
502		40
503		50
504		58
505		41
506		57
507		54
508		38
509		56
510		53
511		65
512		52
513		58
514		67
515		44
516		46
517		49
518		59
519		50
520		43
521		40
522		45
523		45
524		40
525		53
526		46
527		42
528		36
529		44
530		45
531		44
532		43
533		45
534		42
535		44
536		43
537		47
538		51
539		49
540		41
541		45
542		35
543		37
544		37
545		41
546		46
547		37
548		52
549		36
550		51
551		37
552		32
553		32
554		37
555		51
556		26
557		39
558		31
559		43
560		34
561		39
562		40
563		33
564		44
565		34
566		36
567		40
568		41
569		33
570		26
571		36
572		35
573		54
574		34
575		41
576		38
577		33
578		39
579		34
580		32
581		27
582		33
583		28
584		34
585		32
586		24
587		37
588		31
589		21
590		36
591		37
592		43
593		33
594		33
595		43
596		28
597		25
598		28
599		26
600		21
601		31
602		33
603		32
604		31
605		27
606		29
607		26
608		23
609		35
610		27
611		22
612		37
613		28
614		31
615		27
616		30
617		32
618		20
619		26
620		29
621		30
622		35
623		30
624		23
625		28
626		30
627		22
628		25
629		34
630		21
631		14
632		21
633		27
634		30
635		26
636		29
637		21
638		23
639		25
640		26
641		29
642		23
643		26
644		27
645		25
646		18
647		17
648		31
649		24
650		26
651		21
652		23
653		18
654		29
655		12
656		19
657		19
658		15
659		26
660		24
661		20
662		18
663		25
664		19
665		25
666		21
667		24
668		11
669		23
670		22
671		19
672		19
673		23
674		23
675		19
676		11
677		23
678		25
679		22
680		19
681		17
682		20
683		18
684		20
685		16
686		13
687		18
688		18
689		16
690		24
691		18
692		16
693		19
694		26
695		15
696		12
697		14
698		11
699		17
700		8
701		11
702		12
703		18
704		18
705		14
706		15
707		8
708		9
709		11
710		24
711		11
712		17
713		7
714		11
715		17
716		13
717		11
718		9
719		14
720		9
721		13
722		14
723		16
724		12
725		15
726		14
727		6
728		6
729		11
730		15
731		11
732		9
733		7
734		5
735		6
736		10
737		11
738		9
739		11
740		13
741		16
742		4
743		12
744		11
745		8
746		7
747		10
748		8
749		12
750		10
751		8
752		6
753		18
754		9
755		10
756		5
757		5
758		15
759		13
760		3
761		12
762		8
763		6
764		6
765		5
766		3
767		11
768		12
769		4
770		8
771		6
772		4
773		6
774		4
775		5
776		3
777		3
778		4
779		8
780		6
781		2
782		3
783		3
784		9
785		7
786		6
787		2
788		10
789		3
790		6
791		2
792		3
793		6
794		3
795		4
796		3
797		6
798		3
799		0
800		3
801		1
802		4
803		0
804		3
805		4
806		4
807		1
808		3
809		5
810		6
811		4
812		5
813		0
814		1
815		6
816		2
817		2
818		4
819		2
820		5
821		2
822		1
823		1
824		2
825		2
826		1
827		2
828		1
829		2
830		3
831		2
832		3
833		2
834		2
835		1
836		1
837		1
838		2
839		0
840		2
841		3
842		2
843		4
844		1
845		3
846		2
847		0
848		1
849		3
850		0
851		2
852		1
853		3
854		1
855		1
856		1
857		0
858		0
859		0
860		0
861		0
862		1
863		0
864		1
865		1
866		0
867		1
868		3
869		0
870		0
871		2
872		1
873		0
874		0
875		0
876		0
877		0
878		0
879		0
880		2
881		0
882		1
883		0
884		0
885		0
886		0
887		0
888		0
889		0
890		0
891		1
892		0
893		1
894		0
895		1
896		0
897		1
898		0
899		1
900		0
901		0
902		0
903		0
904		0
905		0
906		0
907		0
908		0
909		1
910		0
911		0
912		0
913		1
914		0
915		0
916		1
917		0
918		0
919		0
920		0
921		0
922		0
923		0
924		0
925		0
926		0
927		0
928		0
929		0
930		1
931		1
932		0
933		0
934		0
935		0
936		0
937		0
938		0
939		0
940		0
941		1
942		0
943		1
944		0
945		0
946		0
947		0
948		0
949		0
950		0
951		0
952		0
953		0
954		0
955		0
956		0
957		1
958		0
959		0
960		0
961		0
962		0
963		0
964		0
965		0
966		0
967		1
968		0
969		0
970		0
971		0
972		0
973		0
974		0
975		0
976		0
977		0
978		0
979		0
980		0
981		0
982		0
983		0
984		1
985		0
986		0
987		0
988		0
989		0
990		0
991		0
992		0
993		0
994		0
995		1
996		0
997		0
998		0
999		0
1000		0
1001		0
1002		0
1003		0
1004		0
1005		1
1006		0
1007		0
1008		0
1009		0
1010		0
1011		0
1012		0
1013		0
1014		0
1015		0
1016		0
1017		0
1018		0
1019		0
1020		0
1021		0
1022		0
1023		0
