Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Direct In
High Voltage:	0
Conversion Gain:	1024
Coarse Gain:	1
Fine Gain:	2.49
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	175.06
Elapsed Live Time:	170.0
Start Time:	February 08, 2024, 03:27:58
End Time:	February 08, 2024, 03:30:53
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
468		152
469		201
470		174
471		146
472		178
473		167
474		175
475		177
476		165
477		160
478		186
479		158
480		154
481		161
482		160
483		177
484		153
485		148
486		158
487		159
488		172
489		144
490		174
491		156
492		146
493		169
494		141
495		164
496		147
497		148
498		141
499		154
500		128
501		150
502		137
503		164
504		146
505		137
506		143
507		147
508		134
509		161
510		160
511		155
512		131
513		116
514		138
515		138
516		159
517		139
518		123
519		125
520		117
521		131
522		129
523		120
524		161
525		120
526		120
527		122
528		146
529		132
530		125
531		121
532		121
533		101
534		131
535		121
536		132
537		104
538		140
539		103
540		131
541		149
542		117
543		126
544		123
545		101
546		114
547		124
548		100
549		118
550		113
551		101
552		112
553		103
554		114
555		128
556		112
557		91
558		113
559		105
560		107
561		105
562		107
563		113
564		97
565		118
566		123
567		118
568		92
569		132
570		105
571		111
572		108
573		115
574		107
575		102
576		85
577		108
578		112
579		91
580		103
581		76
582		86
583		99
584		97
585		114
586		88
587		82
588		95
589		88
590		88
591		97
592		91
593		71
594		95
595		108
596		85
597		81
598		103
599		100
600		105
601		93
602		80
603		96
604		86
605		103
606		94
607		90
608		82
609		81
610		82
611		71
612		84
613		86
614		75
615		80
616		77
617		86
618		58
619		75
620		78
621		76
622		92
623		86
624		90
625		88
626		71
627		73
628		70
629		70
630		70
631		81
632		75
633		85
634		79
635		73
636		69
637		75
638		80
639		56
640		69
641		74
642		72
643		63
644		64
645		71
646		63
647		77
648		59
649		70
650		50
651		72
652		66
653		58
654		57
655		73
656		57
657		58
658		42
659		63
660		60
661		43
662		59
663		54
664		49
665		56
666		59
667		53
668		65
669		76
670		44
671		60
672		44
673		66
674		48
675		49
676		50
677		47
678		64
679		43
680		52
681		51
682		39
683		55
684		46
685		45
686		44
687		50
688		44
689		46
690		56
691		47
692		55
693		32
694		47
695		48
696		51
697		51
698		40
699		40
700		34
701		52
702		41
703		47
704		46
705		42
706		36
707		41
708		29
709		29
710		37
711		47
712		38
713		38
714		36
715		34
716		34
717		38
718		34
719		31
720		35
721		35
722		32
723		46
724		31
725		30
726		27
727		37
728		31
729		29
730		44
731		34
732		28
733		29
734		35
735		24
736		39
737		36
738		28
739		31
740		16
741		20
742		20
743		17
744		23
745		20
746		22
747		25
748		20
749		17
750		25
751		20
752		22
753		18
754		24
755		10
756		20
757		21
758		29
759		21
760		22
761		16
762		27
763		14
764		18
765		26
766		10
767		22
768		24
769		18
770		15
771		14
772		18
773		11
774		14
775		26
776		8
777		16
778		14
779		14
780		11
781		12
782		16
783		9
784		12
785		13
786		6
787		10
788		15
789		15
790		11
791		11
792		7
793		16
794		8
795		10
796		9
797		9
798		11
799		9
800		8
801		10
802		8
803		9
804		11
805		11
806		12
807		12
808		9
809		10
810		6
811		10
812		7
813		4
814		2
815		8
816		6
817		4
818		6
819		7
820		2
821		3
822		6
823		4
824		3
825		4
826		4
827		3
828		6
829		9
830		6
831		2
832		8
833		7
834		7
835		6
836		5
837		5
838		4
839		5
840		2
841		4
842		5
843		1
844		3
845		1
846		3
847		3
848		0
849		1
850		1
851		1
852		4
853		4
854		2
855		3
856		1
857		1
858		1
859		5
860		7
861		2
862		3
863		5
864		1
865		1
866		1
867		6
868		1
869		0
870		1
871		3
872		0
873		0
874		2
875		0
876		1
877		0
878		0
879		1
880		1
881		1
882		2
883		2
884		0
885		0
886		0
887		0
888		2
889		1
890		0
891		0
892		0
893		0
894		0
895		0
896		0
897		2
898		1
899		0
900		0
901		0
902		0
903		1
904		2
905		0
906		0
907		2
908		0
909		1
910		0
911		2
912		1
913		0
914		0
915		0
916		0
917		1
918		1
919		0
920		0
921		0
922		0
923		0
924		0
925		0
926		0
927		0
928		0
929		0
930		0
931		0
932		0
933		1
934		1
935		0
936		0
937		1
938		0
939		0
940		0
941		0
942		0
943		0
944		0
945		0
946		1
947		0
948		0
949		0
950		1
951		0
952		0
953		0
954		0
955		1
956		0
957		0
958		0
959		0
960		1
961		0
962		0
963		0
964		0
965		0
966		0
967		0
968		0
969		0
970		0
971		0
972		0
973		0
974		1
975		0
976		0
977		0
978		0
979		0
980		0
981		1
982		0
983		0
984		0
985		1
986		0
987		0
988		0
989		0
990		1
991		0
992		0
993		0
994		0
995		1
996		0
997		0
998		0
999		0
1000		0
1001		0
1002		0
1003		0
1004		0
1005		0
1006		0
1007		0
1008		0
1009		0
1010		1
1011		0
1012		0
1013		0
1014		0
1015		0
1016		0
1017		0
1018		1
1019		0
1020		0
1021		0
1022		0
1023		0
